word	gold	predict
site	ARGM-LOC	_
of	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
(	_	_
al	_	_
-	_	_
Tawhid	_	_
wa	_	_
al	_	_
-	_	_
Jihad	_	_
)	_	_
,	_	_
the	_	_
group	ARG0	_
allegedly	ARGM-ADV	ARGM-ADV
declared	_	_
,	_	_
"	_	_
We	_	_
announce	ARG1	_
that	_	_
the	_	_
Tawhid	_	_
and	_	_
Jihad	_	_
Group	_	_
,	_	_
its	_	_
prince	_	_
and	_	_
soldiers	_	_
,	_	_
have	_	_
pledged	_	_
allegiance	_	_
to	_	_
the	_	_
sheikh	_	_
of	_	_
the	_	_
mujahideen	_	_
Osama	_	_
bin	_	_
Laden	_	_
.	_	_
"	_	_
On	_	_
the	_	_
internet	_	_
site	_	_
of	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
(	_	_
al	_	_
-	_	_
Tawhid	_	_
wa	_	_
al	_	_
-	_	_
Jihad	_	_
)	_	_
,	_	_
the	_	_
group	_	_
allegedly	_	_
declared	_	_
,	_	_
"	_	_
We	ARG0	_
announce	_	_
that	_	_
the	_	_
Tawhid	_	_
and	_	_
Jihad	_	_
Group	_	_
,	_	_
its	_	_
prince	_	_
and	_	_
soldiers	_	_
,	_	_
have	_	_
pledged	ARG1	_
allegiance	_	_
to	_	_
the	_	_
sheikh	_	_
of	_	_
the	_	_
mujahideen	_	_
Osama	_	_
bin	_	_
Laden	_	_
.	_	_
"	_	_
On	_	_
the	_	_
internet	_	_
site	_	_
of	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
(	_	_
al	_	_
-	_	_
Tawhid	_	_
wa	_	_
al	_	_
-	_	_
Jihad	_	_
)	_	_
,	_	_
the	_	_
group	_	_
allegedly	_	_
declared	_	_
,	_	_
"	_	_
We	_	_
announce	_	_
that	_	_
the	_	_
Tawhid	_	_
and	_	_
Jihad	_	_
Group	_	_
,	_	_
its	_	_
prince	_	_
and	_	_
soldiers	_	_
,	_	_
have	_	_
pledged	_	_
allegiance	_	_
to	_	_
the	_	_
sheikh	_	_
of	_	_
the	_	_
mujahideen	_	_
Osama	_	_
bin	_	_
Laden	_	_
.	_	_
"	_	_
On	_	_
the	_	_
internet	_	_
site	_	_
of	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
(	_	_
al	_	_
-	_	_
Tawhid	_	_
wa	_	_
al	_	_
-	_	_
Jihad	_	_
)	_	_
,	_	_
the	_	_
group	_	_
allegedly	_	_
declared	_	_
,	_	_
"	_	_
We	_	_
announce	_	_
that	_	_
the	_	_
Tawhid	_	_
and	_	_
Jihad	_	_
Group	ARG0	_
,	_	_
its	_	_
prince	_	_
and	_	_
soldiers	_	_
,	_	_
have	_	_
pledged	_	_
allegiance	ARG2	_
to	_	_
the	_	_
sheikh	ARG1	_
of	_	_
the	_	_
mujahideen	_	_
Osama	_	_
bin	_	_
Laden	_	_
.	_	_
"	_	_
This	_	_
pledge	ARG1	ARG1
is	_	_
a	_	_
new	_	_
development	ARG2	_
.	_	_
This	_	_
pledge	ARG1	_
is	_	_
a	_	_
new	ARGM-TMP	ARGM-ADJ
development	_	_
.	_	_
Abu	_	_
Musab	_	_
al	_	_
-	_	_
Zarqawi	_	_
and	_	_
his	_	_
group	_	_
are	_	_
said	_	_
to	_	_
have	_	_
been	_	_
bitter	_	_
rivals	_	_
of	_	_
al	_	_
-	_	_
Qaeda	_	_
during	_	_
the	_	_
Afghan	_	_
resistance	_	_
days	_	_
.	_	_
Abu	ARG1	_
Musab	_	_
al	_	_
-	_	_
Zarqawi	_	_
and	_	_
his	_	_
group	_	_
are	_	_
said	_	_
to	_	_
have	_	_
been	_	_
bitter	_	_
rivals	C-ARG1	_
of	_	_
al	_	_
-	_	_
Qaeda	_	_
during	_	_
the	_	_
Afghan	_	_
resistance	_	_
days	_	_
.	_	_
Abu	_	_
Musab	_	_
al	_	_
-	_	_
Zarqawi	_	_
and	_	_
his	_	_
group	_	_
are	_	_
said	_	_
to	_	_
have	_	_
been	_	_
bitter	_	_
rivals	_	_
of	_	_
al	_	_
-	_	_
Qaeda	_	_
during	_	_
the	_	_
Afghan	_	_
resistance	_	_
days	_	_
.	_	_
Abu	ARG1	_
Musab	_	_
al	_	_
-	_	_
Zarqawi	_	_
and	_	_
his	_	_
group	_	_
are	_	_
said	_	_
to	_	_
have	_	_
been	_	_
bitter	_	_
rivals	ARG2	_
of	_	_
al	_	_
-	_	_
Qaeda	_	_
during	_	_
the	_	_
Afghan	_	_
resistance	_	_
days	ARGM-TMP	_
.	_	_
One	_	_
witness	_	_
at	_	_
the	_	_
Moutasaddiq	ARG1	_
trial	_	_
in	_	_
Germany	ARGM-LOC	_
alleged	_	_
that	_	_
Zarqawi	_	_
had	_	_
not	_	_
allowed	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
to	_	_
share	_	_
resources	_	_
with	_	_
al	_	_
-	_	_
Qaeda	_	_
in	_	_
the	_	_
early	_	_
zeroes	_	_
of	_	_
the	_	_
21st	_	_
century	_	_
.	_	_
One	_	_
witness	ARG0	_
at	_	_
the	_	_
Moutasaddiq	_	_
trial	_	_
in	_	_
Germany	_	_
alleged	_	_
that	_	_
Zarqawi	_	_
had	_	_
not	_	_
allowed	ARG1	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
to	_	_
share	_	_
resources	_	_
with	_	_
al	_	_
-	_	_
Qaeda	_	_
in	_	_
the	_	_
early	_	_
zeroes	_	_
of	_	_
the	_	_
21st	_	_
century	_	_
.	_	_
One	_	_
witness	_	_
at	_	_
the	_	_
Moutasaddiq	_	_
trial	_	_
in	_	_
Germany	_	_
alleged	_	_
that	_	_
Zarqawi	_	ARG0
had	_	_
not	_	_
allowed	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
to	_	_
share	_	_
resources	_	_
with	_	_
al	_	_
-	_	_
Qaeda	_	_
in	_	_
the	_	_
early	_	_
zeroes	_	_
of	_	_
the	_	_
21st	_	_
century	_	_
.	_	_
One	_	_
witness	_	_
at	_	_
the	_	_
Moutasaddiq	_	_
trial	_	_
in	_	_
Germany	_	_
alleged	_	_
that	_	_
Zarqawi	ARG0	_
had	_	_
not	ARGM-NEG	ARGM-NEG
allowed	_	_
Monotheism	ARG1	_
and	_	_
Holy	_	_
War	_	_
to	_	_
share	ARG1	_
resources	_	_
with	_	_
al	_	_
-	_	_
Qaeda	_	_
in	_	_
the	_	_
early	_	_
zeroes	_	_
of	_	_
the	_	_
21st	_	_
century	_	_
.	_	_
One	_	_
witness	_	_
at	_	_
the	_	_
Moutasaddiq	_	_
trial	_	_
in	_	_
Germany	_	_
alleged	_	_
that	_	_
Zarqawi	_	_
had	_	_
not	_	_
allowed	_	_
Monotheism	ARG0	_
and	_	_
Holy	_	_
War	_	_
to	_	_
share	_	_
resources	ARG1	_
with	_	_
al	_	_
-	_	_
Qaeda	ARG2	_
in	_	_
the	_	_
early	_	_
zeroes	ARGM-TMP	_
of	_	_
the	_	_
21st	_	_
century	_	_
.	_	_
If	_	_
the	_	_
statement	_	_
is	_	_
true	_	_
,	_	_
it	_	_
is	_	_
a	_	_
worrying	_	_
sign	_	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	_	_
are	_	_
being	_	_
"	_	_
picked	_	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
If	_	_
the	_	_
statement	ARG1	ARG1
is	_	_
true	ARG2	ARG2
,	_	_
it	_	_
is	_	_
a	_	_
worrying	_	_
sign	_	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	_	_
are	_	_
being	_	_
"	_	_
picked	_	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
If	_	_
the	_	_
statement	ARG1	_
is	_	_
true	_	_
,	_	_
it	_	_
is	_	_
a	_	_
worrying	_	_
sign	_	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	_	_
are	_	_
being	_	_
"	_	_
picked	_	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
If	_	_
the	_	_
statement	_	ARG1
is	_	_
true	ARGM-ADV	ARG2
,	_	_
it	ARG1	_
is	_	_
a	_	_
worrying	_	_
sign	ARG2	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	_	_
are	_	_
being	_	_
"	_	_
picked	_	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
If	_	_
the	_	_
statement	_	_
is	_	_
true	_	_
,	_	_
it	_	_
is	_	_
a	_	_
worrying	ARGM-ADJ	ARGM-ADJ
sign	_	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	_	_
are	_	_
being	_	_
"	_	_
picked	ARG1	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
If	_	_
the	_	_
statement	_	_
is	_	_
true	_	_
,	_	_
it	_	_
is	_	_
a	_	_
worrying	_	_
sign	_	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	_	ARG1
are	_	_
being	_	_
"	_	_
picked	_	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
If	_	_
the	_	_
statement	_	_
is	_	_
true	_	_
,	_	_
it	_	_
is	_	_
a	_	_
worrying	_	_
sign	_	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	_	_
are	_	_
being	_	_
"	_	_
picked	_	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
If	_	_
the	_	_
statement	_	_
is	_	_
true	_	_
,	_	_
it	_	_
is	_	_
a	_	_
worrying	_	_
sign	_	_
that	_	_
even	_	_
the	_	_
divided	_	_
small	_	_
radical	_	_
guerrilla	_	_
groups	ARG1	_
are	_	_
being	_	_
"	_	_
picked	_	_
up	_	_
"	_	_
by	_	_
al	_	_
-	_	_
Qaeda	ARG0	_
.	_	_
This	_	_
consolidation	_	_
is	_	_
obviously	_	_
a	_	_
result	_	_
of	_	_
Bush	_	_
's	_	_
aggressive	_	_
invasion	_	_
of	_	_
Iraq	_	_
and	_	_
of	_	_
the	_	_
botching	_	_
of	_	_
the	_	_
aftermath	_	_
.	_	_
This	_	_
consolidation	ARG1	ARG1
is	_	_
obviously	ARGM-ADV	_
a	_	_
result	ARG2	_
of	_	_
Bush	_	_
's	_	_
aggressive	_	_
invasion	_	_
of	_	_
Iraq	_	_
and	_	_
of	_	_
the	_	_
botching	_	_
of	_	_
the	_	_
aftermath	_	_
.	_	_
This	_	_
consolidation	_	_
is	_	_
obviously	_	_
a	_	_
result	_	_
of	_	_
Bush	ARG0	_
's	_	_
aggressive	ARGM-MNR	ARGM-ADJ
invasion	_	_
of	_	_
Iraq	ARG1	_
and	_	_
of	_	_
the	_	_
botching	_	_
of	_	_
the	_	_
aftermath	_	_
.	_	_
This	_	_
consolidation	_	_
is	_	_
obviously	_	_
a	_	_
result	_	_
of	_	_
Bush	_	_
's	_	_
aggressive	_	_
invasion	_	_
of	_	_
Iraq	_	_
and	_	_
of	_	_
the	_	_
botching	_	_
of	_	_
the	_	_
aftermath	ARG1	_
.	_	_
It	ARG1	ARG1
is	_	_
a	_	_
setback	ARG2	_
for	_	_
the	_	_
war	_	_
on	_	_
terror	_	_
.	_	_
It	_	_
is	_	_
a	_	_
setback	_	_
for	_	_
the	_	_
war	_	_
on	_	_
terror	ARG2	_
.	_	_
Al	_	_
-	_	_
Qaeda	ARG1	_
in	_	_
Afghanistan	_	_
was	_	_
a	_	_
group	ARG2	ARG2
of	_	_
only	_	_
a	_	_
few	_	_
hundred	_	_
"	_	_
Afghan	_	_
Arabs	_	_
"	_	_
who	_	_
pledged	_	_
personal	_	_
loyalty	_	_
to	_	_
Usamah	_	_
Bin	_	_
Laden	_	_
.	_	_
Al	_	_
-	_	_
Qaeda	_	_
in	_	_
Afghanistan	_	_
was	_	_
a	_	_
group	_	ARG2
of	_	_
only	_	_
a	_	_
few	_	_
hundred	_	_
"	_	_
Afghan	_	_
Arabs	ARG0	_
"	_	_
who	R-ARG0	R-ARG0
pledged	_	_
personal	_	_
loyalty	ARG2	_
to	_	_
Usamah	ARG1	_
Bin	_	_
Laden	_	_
.	_	_
It	_	_
could	_	_
notionally	_	_
be	_	_
expanded	_	_
to	_	_
encompass	_	_
the	_	_
5,000	_	_
-	_	_
strong	_	_
"	_	_
55th	_	_
Brigade	_	_
"	_	_
of	_	_
the	_	_
Taliban	_	_
regime	_	_
,	_	_
though	_	_
this	_	_
is	_	_
not	_	_
the	_	_
technical	_	_
definition	_	_
.	_	_
It	ARG1	_
could	ARGM-MOD	_
notionally	ARGM-ADV	_
be	_	_
expanded	_	_
to	_	_
encompass	ARGM-PRP	_
the	_	_
5,000	_	_
-	_	_
strong	_	_
"	_	_
55th	_	_
Brigade	_	_
"	_	_
of	_	_
the	_	_
Taliban	_	_
regime	_	_
,	_	_
though	_	_
this	_	_
is	_	_
not	_	_
the	_	_
technical	_	_
definition	_	_
.	_	_
It	_	_
could	_	_
notionally	_	_
be	_	_
expanded	_	_
to	_	_
encompass	_	_
the	_	_
5,000	_	_
-	_	_
strong	_	_
"	_	_
55th	_	_
Brigade	ARG1	_
"	_	_
of	_	_
the	_	_
Taliban	_	_
regime	_	_
,	_	_
though	_	_
this	_	_
is	_	_
not	_	_
the	_	_
technical	_	_
definition	ARGM-ADV	_
.	_	_
It	_	_
could	_	_
notionally	_	_
be	_	_
expanded	_	_
to	_	_
encompass	_	_
the	_	_
5,000	_	_
-	_	_
strong	_	_
"	_	_
55th	_	_
Brigade	_	_
"	_	_
of	_	_
the	_	_
Taliban	_	_
regime	_	_
,	_	_
though	_	_
this	ARG1	ARG1
is	_	_
not	ARGM-NEG	_
the	_	_
technical	_	_
definition	ARG2	_
.	_	_
It	_	_
could	_	_
notionally	_	_
be	_	_
expanded	_	_
to	_	_
encompass	_	_
the	_	_
5,000	_	_
-	_	_
strong	_	_
"	_	_
55th	_	_
Brigade	_	_
"	_	_
of	_	_
the	_	_
Taliban	_	_
regime	_	_
,	_	_
though	_	_
this	_	_
is	_	_
not	_	_
the	_	_
technical	ARGM-ADJ	_
definition	_	_
.	_	_
Because	_	_
Usamah	ARG1	ARG1
is	_	_
Saudi	ARG2	ARG2
,	_	_
my	_	_
guess	_	_
is	_	_
that	_	_
they	_	_
were	_	_
especially	_	_
influenced	_	_
by	_	_
an	_	_
extremist	_	_
form	_	_
of	_	_
the	_	_
Wahhabi	_	_
school	_	_
of	_	_
Islam	_	_
that	_	_
predominates	_	_
among	_	_
Saudia	_	_
's	_	_
some	_	_
15	_	_
million	_	_
citizens	_	_
.	_	_
Because	_	_
Usamah	_	_
is	_	_
Saudi	_	_
,	_	_
my	ARG0	_
guess	_	_
is	_	_
that	_	_
they	_	_
were	_	_
especially	_	_
influenced	_	_
by	_	_
an	_	_
extremist	_	_
form	_	_
of	_	_
the	_	_
Wahhabi	_	_
school	_	_
of	_	_
Islam	_	_
that	_	_
predominates	_	_
among	_	_
Saudia	_	_
's	_	_
some	_	_
15	_	_
million	_	_
citizens	_	_
.	_	_
Because	_	_
Usamah	_	ARG1
is	_	_
Saudi	ARGM-CAU	ARG2
,	_	_
my	_	_
guess	ARG1	_
is	_	_
that	_	_
they	_	_
were	_	_
especially	_	_
influenced	ARG2	_
by	_	_
an	_	_
extremist	_	_
form	_	_
of	_	_
the	_	_
Wahhabi	_	_
school	_	_
of	_	_
Islam	_	_
that	_	_
predominates	_	_
among	_	_
Saudia	_	_
's	_	_
some	_	_
15	_	_
million	_	_
citizens	_	_
.	_	_
Because	_	_
Usamah	_	_
is	_	_
Saudi	_	_
,	_	_
my	_	_
guess	_	_
is	_	_
that	_	_
they	_	_
were	_	_
especially	_	_
influenced	_	_
by	_	_
an	_	_
extremist	_	_
form	_	_
of	_	_
the	_	_
Wahhabi	_	_
school	_	_
of	_	_
Islam	_	_
that	_	_
predominates	_	_
among	_	_
Saudia	_	_
's	_	_
some	_	_
15	_	_
million	_	_
citizens	_	_
.	_	_
Because	_	_
Usamah	_	_
is	_	_
Saudi	_	_
,	_	_
my	_	_
guess	_	_
is	_	_
that	_	_
they	ARG1	_
were	_	_
especially	ARGM-EXT	_
influenced	_	_
by	_	_
an	_	_
extremist	_	_
form	ARG0	_
of	_	_
the	_	_
Wahhabi	_	_
school	_	_
of	_	_
Islam	_	_
that	_	_
predominates	_	_
among	_	_
Saudia	_	_
's	_	_
some	_	_
15	_	_
million	_	_
citizens	_	_
.	_	_
Because	_	_
Usamah	_	_
is	_	_
Saudi	_	_
,	_	_
my	_	_
guess	_	_
is	_	_
that	_	_
they	_	_
were	_	_
especially	_	_
influenced	_	_
by	_	_
an	_	_
extremist	_	_
form	_	_
of	_	_
the	_	_
Wahhabi	_	_
school	ARG1	_
of	_	_
Islam	_	_
that	R-ARG1	R-ARG0
predominates	_	_
among	_	_
Saudia	_	_
's	_	_
some	_	_
15	_	_
million	_	_
citizens	ARG2	_
.	_	_
In	_	_
1998	_	_
they	_	_
were	_	_
joined	_	_
by	_	_
Egyptians	_	_
from	_	_
the	_	_
al	_	_
-	_	_
Jihad	_	_
al	_	_
-	_	_
Islami	_	_
group	_	_
of	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
(	_	_
many	_	_
of	_	_
these	_	_
were	_	_
from	_	_
Upper	_	_
Egypt	_	_
,	_	_
especially	_	_
Asyut	_	_
and	_	_
environs	_	_
)	_	_
.	_	_
In	_	_
1998	ARGM-TMP	_
they	ARG1	_
were	_	_
joined	_	_
by	_	_
Egyptians	ARG0	_
from	_	_
the	_	_
al	_	_
-	_	_
Jihad	_	_
al	_	_
-	_	_
Islami	_	_
group	_	_
of	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
(	_	_
many	_	_
of	_	_
these	_	_
were	_	_
from	_	_
Upper	_	_
Egypt	_	_
,	_	_
especially	_	_
Asyut	_	_
and	_	_
environs	_	_
)	_	_
.	_	_
In	_	_
1998	_	_
they	_	_
were	_	_
joined	_	_
by	_	_
Egyptians	_	_
from	_	_
the	_	_
al	_	_
-	_	_
Jihad	_	_
al	_	_
-	_	_
Islami	_	_
group	_	_
of	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
(	_	_
many	ARG1	_
of	_	_
these	_	_
were	_	_
from	_	_
Upper	_	_
Egypt	ARG2	_
,	_	_
especially	_	_
Asyut	_	_
and	_	_
environs	_	_
)	_	_
.	_	_
After	_	_
that	_	_
point	ARGM-TMP	ARGM-TMP
,	_	_
al	_	_
-	_	_
Qaeda	ARG1	ARG1
was	_	_
a	_	_
joint	_	_
enterprise	ARG2	_
between	_	_
the	_	_
Egyptian	_	_
extremists	_	_
and	_	_
the	_	_
polyglot	_	_
Arabs	_	_
around	_	_
Bin	_	_
Laden	_	_
,	_	_
only	_	_
some	_	_
of	_	_
whom	_	_
were	_	_
Saudi	_	_
.	_	_
After	_	_
that	_	_
point	_	ARGM-TMP
,	_	_
al	_	_
-	_	_
Qaeda	_	_
was	_	_
a	_	_
joint	_	_
enterprise	_	_
between	_	_
the	_	_
Egyptian	_	_
extremists	_	_
and	_	_
the	_	_
polyglot	_	_
Arabs	ARG1	_
around	_	_
Bin	_	_
Laden	_	_
,	_	_
only	_	_
some	R-ARG1	_
of	_	_
whom	_	_
were	_	_
Saudi	ARG2	ARG2
.	_	_
Zarqawi	ARG1	ARG1
is	_	_
a	_	_
Jordanian	ARG2	_
,	_	_
and	_	_
his	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
group	_	_
in	_	_
Afghanistan	_	_
probably	_	_
had	_	_
a	_	_
distinctive	_	_
coloration	_	_
as	_	_
mainly	_	_
Jordanian	_	_
,	_	_
Palestinian	_	_
and	_	_
Syrian	_	_
.	_	_
Zarqawi	_	_
is	_	_
a	_	_
Jordanian	_	_
,	_	_
and	_	_
his	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
group	ARG0	_
in	_	_
Afghanistan	_	_
probably	ARGM-ADV	ARGM-ADV
had	_	_
a	_	_
distinctive	_	_
coloration	ARG1	_
as	_	_
mainly	_	_
Jordanian	_	_
,	_	_
Palestinian	_	_
and	_	_
Syrian	_	_
.	_	_
Zarqawi	_	_
is	_	_
a	_	_
Jordanian	_	_
,	_	_
and	_	_
his	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
group	ARG1	_
in	_	_
Afghanistan	_	_
probably	ARGM-ADV	_
had	_	_
a	_	_
distinctive	ARGM-ADJ	_
coloration	_	_
as	_	_
mainly	_	_
Jordanian	ARG2	_
,	_	_
Palestinian	_	_
and	_	_
Syrian	_	_
.	_	_
They	ARG0	_
also	ARGM-DIS	ARGM-DIS
had	_	_
a	_	_
special	_	_
connection	ARG1	_
to	_	_
some	_	_
extremists	_	_
in	_	_
Jordan	_	_
and	_	_
Germany	_	_
.	_	_
They	_	_
also	_	_
had	_	_
a	_	_
special	ARGM-ADJ	ARGM-ADJ
connection	_	_
to	_	_
some	_	_
extremists	ARG2	_
in	_	_
Jordan	_	_
and	_	_
Germany	_	_
.	_	_
They	_	ARG1
are	_	_
probably	_	_
especially	_	_
oriented	_	_
toward	_	_
the	_	_
Salafi	_	_
school	_	_
of	_	_
modern	_	_
Islamic	_	_
thought	_	_
,	_	_
which	_	_
has	_	_
a	_	_
Protestant	_	_
-	_	_
like	_	_
emphasis	_	_
on	_	_
going	_	_
back	_	_
to	_	_
the	_	_
original	_	_
practice	_	_
of	_	_
the	_	_
early	_	_
companions	_	_
of	_	_
the	_	_
Prophet	_	_
Muhammad	_	_
.	_	_
They	ARG1	_
are	_	_
probably	ARGM-ADV	_
especially	ARGM-EXT	_
oriented	_	_
toward	_	_
the	_	_
Salafi	_	_
school	ARG2	_
of	_	_
modern	_	_
Islamic	_	_
thought	_	_
,	_	_
which	_	_
has	_	_
a	_	_
Protestant	_	_
-	_	_
like	_	_
emphasis	_	_
on	_	_
going	_	_
back	_	_
to	_	_
the	_	_
original	_	_
practice	_	_
of	_	_
the	_	_
early	_	_
companions	_	_
of	_	_
the	_	_
Prophet	_	_
Muhammad	_	_
.	_	_
They	_	_
are	_	_
probably	_	_
especially	_	_
oriented	_	_
toward	_	_
the	_	_
Salafi	_	_
school	_	_
of	_	_
modern	ARGM-ADJ	_
Islamic	ARG0	_
thought	_	_
,	_	_
which	_	_
has	_	_
a	_	_
Protestant	_	_
-	_	_
like	_	_
emphasis	_	_
on	_	_
going	_	_
back	_	_
to	_	_
the	_	_
original	_	_
practice	_	_
of	_	_
the	_	_
early	_	_
companions	_	_
of	_	_
the	_	_
Prophet	_	_
Muhammad	_	_
.	_	_
They	_	_
are	_	_
probably	_	_
especially	_	_
oriented	_	_
toward	_	_
the	_	_
Salafi	_	_
school	ARG0	_
of	_	_
modern	_	_
Islamic	_	_
thought	_	_
,	_	_
which	R-ARG0	_
has	_	_
a	_	_
Protestant	_	_
-	_	_
like	_	_
emphasis	ARG1	_
on	_	_
going	_	_
back	_	_
to	_	_
the	_	_
original	_	_
practice	_	_
of	_	_
the	_	_
early	_	_
companions	_	_
of	_	_
the	_	_
Prophet	_	_
Muhammad	_	_
.	_	_
They	_	_
are	_	_
probably	_	_
especially	_	_
oriented	_	_
toward	_	_
the	_	_
Salafi	_	_
school	_	_
of	_	_
modern	_	_
Islamic	_	_
thought	_	_
,	_	_
which	_	_
has	_	_
a	_	_
Protestant	_	_
-	_	_
like	ARGM-ADJ	_
emphasis	_	_
on	_	_
going	ARG1	_
back	_	_
to	_	_
the	_	_
original	_	_
practice	_	_
of	_	_
the	_	_
early	_	_
companions	_	_
of	_	_
the	_	_
Prophet	_	_
Muhammad	_	_
.	_	_
They	_	_
are	_	_
probably	_	_
especially	_	_
oriented	_	_
toward	_	_
the	_	_
Salafi	_	_
school	_	_
of	_	_
modern	_	_
Islamic	_	_
thought	_	_
,	_	_
which	_	_
has	_	_
a	_	_
Protestant	_	_
-	_	_
like	_	_
emphasis	_	_
on	_	_
going	_	_
back	_	_
to	_	_
the	_	_
original	_	_
practice	ARG2	_
of	_	_
the	_	_
early	_	_
companions	_	_
of	_	_
the	_	_
Prophet	_	_
Muhammad	_	_
.	_	_
(	_	_
Most	_	_
Salafis	ARG1	ARG1
are	_	_
not	ARGM-NEG	_
militant	ARG2	_
or	_	_
violent	_	_
,	_	_
though	_	_
they	_	_
tend	ARGM-ADV	_
to	_	_
be	_	_
rather	_	_
narrow	_	_
-	_	_
minded	_	_
in	_	_
my	_	_
experience	_	_
,	_	_
on	_	_
the	_	_
order	_	_
of	_	_
Protestant	_	_
Pietists	_	_
)	_	_
.	_	_
(	_	_
Most	_	_
Salafis	ARG1	_
are	_	_
not	ARGM-NEG	_
militant	_	_
or	_	_
violent	_	_
,	_	_
though	_	_
they	_	_
tend	ARGM-ADV	_
to	_	_
be	_	_
rather	_	_
narrow	_	_
-	_	_
minded	_	_
in	_	_
my	_	_
experience	_	_
,	_	_
on	_	_
the	_	_
order	_	_
of	_	_
Protestant	_	_
Pietists	_	_
)	_	_
.	_	_
(	_	_
Most	_	_
Salafis	_	_
are	_	_
not	_	_
militant	_	_
or	_	_
violent	_	_
,	_	_
though	_	_
they	ARG1	_
tend	_	_
to	_	_
be	_	_
rather	_	_
narrow	_	_
-	_	_
minded	ARG2	_
in	_	_
my	_	_
experience	_	_
,	_	_
on	_	_
the	_	_
order	_	_
of	_	_
Protestant	_	_
Pietists	_	_
)	_	_
.	_	_
(	_	_
Most	_	_
Salafis	_	_
are	_	_
not	_	_
militant	_	_
or	_	_
violent	_	_
,	_	_
though	_	_
they	ARG1	_
tend	_	_
to	_	_
be	_	_
rather	_	_
narrow	_	_
-	_	_
minded	ARG2	_
in	_	_
my	_	_
experience	ARGM-MNR	_
,	_	_
on	_	_
the	_	_
order	ARGM-ADV	_
of	_	_
Protestant	_	_
Pietists	_	_
)	_	_
.	_	_
(	_	_
Most	_	_
Salafis	_	_
are	_	_
not	_	_
militant	_	_
or	_	_
violent	_	_
,	_	_
though	_	_
they	_	_
tend	_	_
to	_	_
be	_	_
rather	_	_
narrow	_	_
-	_	_
minded	_	_
in	_	_
my	ARG0	_
experience	_	_
,	_	_
on	_	_
the	_	_
order	_	_
of	_	_
Protestant	_	_
Pietists	_	_
)	_	_
.	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
obviously	_	ARGM-ADV
does	_	_
have	_	_
a	_	_
violent	_	_
interpretation	_	_
of	_	_
Salafism	_	_
,	_	_
rather	_	_
as	_	_
the	_	_
the	_	_
leaders	_	_
of	_	_
the	_	_
so	_	_
-	_	_
called	_	_
German	_	_
Peasant	_	_
Rebellion	_	_
among	_	_
early	_	_
Protestants	_	_
did	_	_
.	_	_
Monotheism	_	_
and	_	_
Holy	_	_
War	_	_
obviously	_	_
does	_	_
have	_	_
a	_	_
violent	_	_
interpretation	ARGM-PRR	_
of	_	_
Salafism	_	_
,	_	_
rather	_	_
as	_	_
the	_	_
the	_	_
leaders	_	_
of	_	_
the	_	_
so	_	_
-	_	_
called	_	_
German	_	_
Peasant	_	_
Rebellion	_	_
among	_	_
early	_	_
Protestants	_	_
did	_	_
.	_	_
Monotheism	ARG0	_
and	_	_
Holy	_	_
War	_	_
obviously	ARGM-ADV	_
does	_	_
have	ARGM-LVB	_
a	_	_
