word	gold	pred1	predict
for	_	False	_
US	_	False	_
companies	_	False	_
there	_	False	_
,	_	False	_
already	_	False	_
in	_	False	_
January	_	False	_
or	_	False	_
February	_	False	_
of	_	False	_
2001	_	False	_
.	_	False	_
Cheney	ARG0	True	ARG0
was	_	False	_
looking	_	False	_
at	_	False	_
maps	_	False	_
of	_	False	_
Iraq	_	False	_
oil	_	False	_
fields	_	False	_
and	_	False	_
muttering	_	False	_
about	_	False	_
opportunities	ARG1	False	_
for	_	False	_
US	_	False	_
companies	_	False	_
there	_	False	_
,	_	False	_
already	ARGM-TMP	False	_
in	_	False	_
January	ARGM-TMP	False	_
or	_	False	_
February	_	False	_
of	_	False	_
2001	_	False	_
.	_	False	_
Wolfowitz	ARG0	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	ARG1	False	_
Clarke	_	False	_
when	_	False	_
the	_	False	_
latter	_	False	_
spoke	ARGM-TMP	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	_	False	_
,	_	False	_
insisting	ARGM-ADV	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	_	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	_	False	_
from	_	False	_
Iraq	_	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	_	False	_
accepted	_	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	_	False	_
that	_	False	_
Saddam	_	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	_	False	_
World	_	False	_
Trade	_	False	_
Towers	_	False	_
bombing	_	False	_
.	_	False	_
Wolfowitz	_	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	_	False	_
Clarke	_	False	_
when	ARGM-TMP	False	_
the	_	False	_
latter	ARG0	False	_
spoke	_	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	ARG1	False	_
,	_	False	_
insisting	_	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	_	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	_	False	_
from	_	False	_
Iraq	_	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	_	False	_
accepted	_	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	_	False	_
that	_	False	_
Saddam	_	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	_	False	_
World	_	False	_
Trade	_	False	_
Towers	_	False	_
bombing	_	False	_
.	_	False	_
Wolfowitz	ARG0	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	_	False	_
Clarke	_	False	_
when	_	False	_
the	_	False	_
latter	_	False	_
spoke	_	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	_	False	_
,	_	False	_
insisting	_	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	_	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	ARG1	False	_
from	_	False	_
Iraq	_	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	_	False	_
accepted	_	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	_	False	_
that	_	False	_
Saddam	_	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	_	False	_
World	_	False	_
Trade	_	False	_
Towers	_	False	_
bombing	_	False	_
.	_	False	_
Wolfowitz	_	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	_	False	_
Clarke	_	False	_
when	_	False	_
the	_	False	_
latter	_	False	_
spoke	_	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	_	False	_
,	_	False	_
insisting	_	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	ARG1	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	_	False	_
from	_	False	_
Iraq	ARG3	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	_	False	_
accepted	_	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	_	False	_
that	_	False	_
Saddam	_	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	_	False	_
World	_	False	_
Trade	_	False	_
Towers	_	False	_
bombing	_	False	_
.	_	False	_
Wolfowitz	ARG0	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	_	False	_
Clarke	_	False	_
when	_	False	_
the	_	False	_
latter	_	False	_
spoke	_	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	_	False	_
,	_	False	_
insisting	_	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	_	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	_	False	_
from	_	False	_
Iraq	_	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	_	False	_
accepted	ARG1	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	_	False	_
that	_	False	_
Saddam	_	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	_	False	_
World	_	False	_
Trade	_	False	_
Towers	_	False	_
bombing	_	False	_
.	_	False	_
Wolfowitz	_	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	_	False	_
Clarke	_	False	_
when	_	False	_
the	_	False	_
latter	_	False	_
spoke	_	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	_	False	_
,	_	False	_
insisting	_	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	_	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	_	False	_
from	_	False	_
Iraq	_	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	ARG0	False	_
accepted	_	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	ARG1	False	_
that	_	False	_
Saddam	_	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	_	False	_
World	_	False	_
Trade	_	False	_
Towers	_	False	_
bombing	_	False	_
.	_	False	_
Wolfowitz	_	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	_	False	_
Clarke	_	False	_
when	_	False	_
the	_	False	_
latter	_	False	_
spoke	_	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	_	False	_
,	_	False	_
insisting	_	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	_	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	_	False	_
from	_	False	_
Iraq	_	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	_	False	_
accepted	_	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	_	False	_
that	_	False	_
Saddam	ARG1	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	_	False	_
World	_	False	_
Trade	_	False	_
Towers	_	False	_
bombing	ARG2	False	_
.	_	False	_
Wolfowitz	_	False	_
contradicted	_	False	_
counter-terrorism	_	False	_
czar	_	False	_
Richard	_	False	_
Clarke	_	False	_
when	_	False	_
the	_	False	_
latter	_	False	_
spoke	_	False	_
of	_	False	_
the	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
threat	_	False	_
,	_	False	_
insisting	_	False	_
that	_	False	_
the	_	False	_
preeminent	_	False	_
threat	_	False	_
of	_	False	_
terrorism	_	False	_
against	_	False	_
the	_	False	_
US	_	False	_
came	_	False	_
from	_	False	_
Iraq	_	False	_
,	_	False	_
and	_	False	_
indicating	_	False	_
he	_	False	_
accepted	_	False	_
Laurie	_	False	_
Mylroie	_	False	_
's	_	False	_
crackpot	_	False	_
conspiracy	_	False	_
theory	_	False	_
that	_	False	_
Saddam	_	False	_
was	_	False	_
behind	_	False	_
the	_	False	_
1993	ARGM-TMP	False	_
World	_	False	_
Trade	_	False	_
Towers	ARG1	False	_
bombing	_	False	_
.	_	False	_
If	_	False	_
you	ARG0	False	_
believe	_	False	_
crackpot	_	False	_
theories	ARG1	False	_
instead	_	False	_
of	_	False	_
focusing	ARGM-ADV	False	_
on	_	False	_
the	_	False	_
reality	_	False	_
--	_	False	_
that	_	False	_
was	_	False	_
an	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
operation	_	False	_
mainly	_	False	_
carried	_	False	_
out	_	False	_
by	_	False	_
al	_	False	_
-	_	False	_
Gamaa	_	False	_
al	_	False	_
-	_	False	_
Islamiyyah	_	False	_
,	_	False	_
an	_	False	_
Egyptian	_	False	_
terrorist	_	False	_
component	_	False	_
allied	_	False	_
with	_	False	_
Bin	_	False	_
Laden	_	False	_
--	_	False	_
then	_	False	_
you	_	False	_
will	_	False	_
concentrate	_	False	_
on	_	False	_
the	_	False	_
wrong	_	False	_
threat	_	False	_
.	_	False	_
If	_	False	_
you	ARG0	False	_
believe	_	False	_
crackpot	_	False	_
theories	_	False	_
instead	_	False	_
of	_	False	_
focusing	_	False	_
on	_	False	_
the	_	False	_
reality	ARG2	False	_
--	_	False	_
that	_	False	_
was	_	False	_
an	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
operation	_	False	_
mainly	_	False	_
carried	_	False	_
out	_	False	_
by	_	False	_
al	_	False	_
-	_	False	_
Gamaa	_	False	_
al	_	False	_
-	_	False	_
Islamiyyah	_	False	_
,	_	False	_
an	_	False	_
Egyptian	_	False	_
terrorist	_	False	_
component	_	False	_
allied	_	False	_
with	_	False	_
Bin	_	False	_
Laden	_	False	_
--	_	False	_
then	_	False	_
you	_	False	_
will	_	False	_
concentrate	_	False	_
on	_	False	_
the	_	False	_
wrong	_	False	_
threat	_	False	_
.	_	False	_
If	_	False	_
you	_	False	_
believe	_	False	_
crackpot	_	False	_
theories	_	False	_
instead	_	False	_
of	_	False	_
focusing	_	False	_
on	_	False	_
the	_	False	_
reality	_	False	_
--	_	False	_
that	ARG1	False	_
was	_	False	_
an	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
operation	ARG2	False	_
mainly	_	False	_
carried	_	False	_
out	_	False	_
by	_	False	_
al	_	False	_
-	_	False	_
Gamaa	_	False	_
al	_	False	_
-	_	False	_
Islamiyyah	_	False	_
,	_	False	_
an	_	False	_
Egyptian	_	False	_
terrorist	_	False	_
component	_	False	_
allied	_	False	_
with	_	False	_
Bin	_	False	_
Laden	_	False	_
--	_	False	_
then	_	False	_
you	_	False	_
will	_	False	_
concentrate	_	False	_
on	_	False	_
the	_	False	_
wrong	_	False	_
threat	_	False	_
.	_	False	_
If	_	False	_
you	_	False	_
believe	_	False	_
crackpot	_	False	_
theories	_	False	_
instead	_	False	_
of	_	False	_
focusing	_	False	_
on	_	False	_
the	_	False	_
reality	_	False	_
--	_	False	_
that	_	False	_
was	_	False	_
an	_	False	_
al	_	False	_
-	_	False	_
Qaeda	ARG0	False	_
operation	_	False	_
mainly	_	False	_
carried	ARGM-ADJ	False	_
out	_	False	_
by	_	False	_
al	_	False	_
-	_	False	_
Gamaa	_	False	_
al	_	False	_
-	_	False	_
Islamiyyah	_	False	_
,	_	False	_
an	_	False	_
Egyptian	_	False	_
terrorist	_	False	_
component	_	False	_
allied	_	False	_
with	_	False	_
Bin	_	False	_
Laden	_	False	_
--	_	False	_
then	_	False	_
you	_	False	_
will	_	False	_
concentrate	_	False	_
on	_	False	_
the	_	False	_
wrong	_	False	_
threat	_	False	_
.	_	False	_
If	_	False	_
you	_	False	_
believe	_	False	_
crackpot	_	False	_
theories	_	False	_
instead	_	False	_
of	_	False	_
focusing	_	False	_
on	_	False	_
the	_	False	_
reality	_	False	_
--	_	False	_
that	_	False	_
was	_	False	_
an	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
operation	ARG1	False	_
mainly	ARGM-ADV	False	_
carried	_	False	_
out	_	False	_
by	_	False	_
al	ARG0	False	_
-	_	False	_
Gamaa	_	False	_
al	_	False	_
-	_	False	_
Islamiyyah	_	False	_
,	_	False	_
an	_	False	_
Egyptian	_	False	_
terrorist	_	False	_
component	_	False	_
allied	_	False	_
with	_	False	_
Bin	_	False	_
Laden	_	False	_
--	_	False	_
then	_	False	_
you	_	False	_
will	_	False	_
concentrate	_	False	_
on	_	False	_
the	_	False	_
wrong	_	False	_
threat	_	False	_
.	_	False	_
If	_	False	_
you	_	False	_
believe	_	False	_
crackpot	_	False	_
theories	_	False	_
instead	_	False	_
of	_	False	_
focusing	_	False	_
on	_	False	_
the	_	False	_
reality	_	False	_
--	_	False	_
that	_	False	_
was	_	False	_
an	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
operation	_	False	_
mainly	_	False	_
carried	_	False	_
out	_	False	_
by	_	False	_
al	_	False	_
-	_	False	_
Gamaa	_	False	_
al	_	False	_
-	_	False	_
Islamiyyah	_	False	_
,	_	False	_
an	_	False	_
Egyptian	_	False	_
terrorist	_	False	_
component	ARG1	False	_
allied	_	False	_
with	_	False	_
Bin	ARG2	False	_
Laden	_	False	_
--	_	False	_
then	_	False	_
you	_	False	_
will	_	False	_
concentrate	_	False	_
on	_	False	_
the	_	False	_
wrong	_	False	_
threat	_	False	_
.	_	False	_
If	_	False	_
you	_	False	_
believe	ARGM-ADV	False	_
crackpot	_	False	_
theories	_	False	_
instead	_	False	_
of	_	False	_
focusing	_	False	_
on	_	False	_
the	_	False	_
reality	_	False	_
--	_	False	_
that	_	False	_
was	_	False	_
an	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
operation	_	False	_
mainly	_	False	_
carried	_	False	_
out	_	False	_
by	_	False	_
al	_	False	_
-	_	False	_
Gamaa	_	False	_
al	_	False	_
-	_	False	_
Islamiyyah	_	False	_
,	_	False	_
an	_	False	_
Egyptian	_	False	_
terrorist	_	False	_
component	_	False	_
allied	_	False	_
with	_	False	_
Bin	_	False	_
Laden	_	False	_
--	_	False	_
then	ARGM-ADV	False	_
you	ARG0	False	_
will	ARGM-MOD	False	_
concentrate	_	False	_
on	_	False	_
the	_	False	_
wrong	_	False	_
threat	ARG1	False	_
.	_	False	_
Even	_	False	_
after	_	False	_
the	_	False	_
attacks	_	False	_
on	_	False	_
September	ARGM-TMP	False	_
11	_	False	_
,	_	False	_
Bush	_	False	_
was	_	False	_
obsessing	_	False	_
about	_	False	_
Iraq	_	False	_
.	_	False	_
Even	_	False	_
after	_	False	_
the	_	False	_
attacks	_	False	_
on	_	False	_
September	_	False	_
11	_	False	_
,	_	False	_
Bush	_	False	_
was	_	False	_
obsessing	_	False	_
about	_	False	_
Iraq	_	False	_
.	_	False	_
Even	_	False	_
after	_	False	_
the	_	False	_
attacks	ARGM-TMP	False	_
on	_	False	_
September	_	False	_
11	_	False	_
,	_	False	_
Bush	ARG0	False	_
was	_	False	_
obsessing	_	False	_
about	_	False	_
Iraq	ARG1	False	_
.	_	False	_
Wolfowitz	ARG0	True	ARG0
lied	_	False	_
to	_	False	_
him	ARG2	False	_
and	_	False	_
said	_	False	_
that	_	False	_
there	_	False	_
was	_	False	_
a	_	False	_
10	_	False	_
to	_	False	_
50	_	False	_
%	_	False	_
chance	_	False	_
that	_	False	_
Iraq	_	False	_
was	_	False	_
behind	_	False	_
them	_	False	_
.	_	False	_
Wolfowitz	ARG0	True	ARG0
lied	_	False	_
to	_	False	_
him	_	False	_
and	_	False	_
said	_	False	_
that	_	False	_
there	_	False	_
was	ARG1	False	_
a	_	False	_
10	_	False	_
to	_	False	_
50	_	False	_
%	_	False	_
chance	_	False	_
that	_	False	_
Iraq	_	False	_
was	_	False	_
behind	_	False	_
them	_	False	_
.	_	False	_
Wolfowitz	_	True	ARG0
lied	_	False	_
to	_	False	_
him	_	False	_
and	_	False	_
said	_	False	_
that	_	False	_
there	_	False	_
was	_	False	_
a	_	False	_
10	_	False	_
to	_	False	_
50	_	False	_
%	_	False	_
chance	ARG1	False	_
that	_	False	_
Iraq	_	False	_
was	_	False	_
behind	_	False	_
them	_	False	_
.	_	False	_
Wolfowitz	_	True	ARG0
lied	_	False	_
to	_	False	_
him	_	False	_
and	_	False	_
said	_	False	_
that	_	False	_
there	_	False	_
was	_	False	_
a	_	False	_
10	_	False	_
to	_	False	_
50	_	False	_
%	ARGM-EXT	False	_
chance	_	False	_
that	_	False	_
Iraq	_	False	_
was	_	False	_
behind	_	False	_
them	ARG1	False	_
.	_	False	_
Wolfowitz	_	True	ARG0
lied	_	False	_
to	_	False	_
him	_	False	_
and	_	False	_
said	_	False	_
that	_	False	_
there	_	False	_
was	_	False	_
a	_	False	_
10	_	False	_
to	_	False	_
50	_	False	_
%	_	False	_
chance	_	False	_
that	_	False	_
Iraq	ARG1	False	_
was	_	False	_
behind	_	False	_
them	ARG2	False	_
.	_	False	_
(	_	False	_
On	_	False	_
what	_	False	_
evidence	_	False	_
?	_	False	_
The	_	False	_
hijackers	ARG1	False	_
were	_	False	_
obviously	ARGM-ADV	False	_
al	_	False	_
-	_	False	_
Qaeda	ARG2	False	_
,	_	False	_
and	_	False	_
no	_	False	_
operational	_	False	_
links	_	False	_
between	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
and	_	False	_
Iraq	_	False	_
had	_	False	_
ever	_	False	_
been	_	False	_
found	_	False	_
)	_	False	_
.	_	False	_
The	_	False	_
hijackers	_	False	_
were	_	False	_
obviously	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
,	_	False	_
and	_	False	_
no	_	False	_
operational	_	False	_
links	_	False	_
between	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
and	_	False	_
Iraq	_	False	_
had	_	False	_
ever	_	False	_
been	_	False	_
found	_	False	_
)	_	False	_
.	_	False	_
The	_	False	_
hijackers	_	False	_
were	_	False	_
obviously	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
,	_	False	_
and	_	False	_
no	_	False	_
operational	_	False	_
links	_	False	_
between	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
and	_	False	_
Iraq	_	False	_
had	_	False	_
ever	_	False	_
been	_	False	_
found	_	False	_
)	_	False	_
.	_	False	_
The	_	False	_
hijackers	_	False	_
were	_	False	_
obviously	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
,	_	False	_
and	_	False	_
no	_	False	_
operational	_	False	_
links	ARG1	False	_
between	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
and	_	False	_
Iraq	_	False	_
had	_	False	_
ever	ARGM-TMP	False	_
been	_	False	_
found	_	False	_
)	_	False	_
.	_	False	_
Rumsfeld	ARG0	False	_
initially	ARGM-TMP	False	_
rejected	_	False	_
an	_	False	_
attack	ARG1	False	_
on	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
bases	_	False	_
in	_	False	_
Afghanistan	_	False	_
,	_	False	_
saying	ARGM-ADV	False	_
there	_	False	_
were	_	False	_
"	_	False	_
no	_	False	_
good	_	False	_
targets	_	False	_
"	_	False	_
in	_	False	_
Afghanistan	_	False	_
.	_	False	_
Rumsfeld	_	False	_
initially	_	False	_
rejected	_	False	_
an	_	False	_
attack	_	False	_
on	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
bases	ARG1	False	_
in	_	False	_
Afghanistan	_	False	_
,	_	False	_
saying	_	False	_
there	_	False	_
were	_	False	_
"	_	False	_
no	_	False	_
good	_	False	_
targets	_	False	_
"	_	False	_
in	_	False	_
Afghanistan	_	False	_
.	_	False	_
Rumsfeld	ARG0	False	_
initially	_	False	_
rejected	_	False	_
an	_	False	_
attack	_	False	_
on	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
bases	_	False	_
in	_	False	_
Afghanistan	_	False	_
,	_	False	_
saying	_	False	_
there	_	False	_
were	ARG1	False	_
"	_	False	_
no	_	False	_
good	_	False	_
targets	_	False	_
"	_	False	_
in	_	False	_
Afghanistan	_	False	_
.	_	False	_
Rumsfeld	_	False	_
initially	_	False	_
rejected	_	False	_
an	_	False	_
attack	_	False	_
on	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
bases	_	False	_
in	_	False	_
Afghanistan	_	False	_
,	_	False	_
saying	_	False	_
there	_	False	_
were	_	False	_
"	_	False	_
no	_	False	_
good	_	False	_
targets	ARG1	False	_
"	_	False	_
in	_	False	_
Afghanistan	ARGM-LOC	False	_
.	_	False	_
(	_	False	_
What	_	False	_
about	_	False	_
40	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
bases	_	False	_
that	_	False	_
had	_	False	_
trained	_	False	_
the	_	False	_
9/11	_	False	_
hijackers	_	False	_
and	_	False	_
other	_	False	_
terrorists	_	False	_
gunning	_	False	_
for	_	False	_
the	_	False	_
United	_	False	_
States	_	False	_
??	_	False	_
)	_	False	_
(	_	False	_
What	_	False	_
about	_	False	_
40	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
bases	ARG0	False	_
that	R-ARG0	False	_
had	_	False	_
trained	_	False	_
the	_	False	_
9/11	_	False	_
hijackers	ARG2	False	_
and	_	False	_
other	_	False	_
terrorists	_	False	_
gunning	_	False	_
for	_	False	_
the	_	False	_
United	_	False	_
States	_	False	_
??	_	False	_
)	_	False	_
(	_	False	_
What	_	False	_
about	_	False	_
40	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
bases	_	False	_
that	_	False	_
had	_	False	_
trained	_	False	_
the	_	False	_
9/11	_	False	_
hijackers	_	False	_
and	_	False	_
other	_	False	_
terrorists	ARG0	False	_
gunning	_	False	_
for	_	False	_
the	_	False	_
United	_	False	_
States	ARG1	False	_
??	_	False	_
)	_	False	_
The	_	False	_
Pentagon	_	False	_
did	_	False	_
not	_	False	_
even	_	False	_
have	_	False	_
a	_	False	_
plan	_	False	_
for	_	False	_
dealing	_	False	_
with	_	False	_
Afghanistan	_	False	_
or	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
that	_	False	_
it	_	False	_
could	_	False	_
pull	_	False	_
off	_	False	_
the	_	False	_
shelf	_	False	_
,	_	False	_
according	_	False	_
to	_	False	_
Bob	_	False	_
Woodward	_	False	_
.	_	False	_
The	_	False	_
Pentagon	ARG0	False	_
did	_	False	_
not	ARGM-NEG	False	_
even	ARGM-ADV	False	_
have	_	False	_
a	_	False	_
plan	ARG1	False	_
for	_	False	_
dealing	_	False	_
with	_	False	_
Afghanistan	_	False	_
or	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
that	_	False	_
it	_	False	_
could	_	False	_
pull	_	False	_
off	_	False	_
the	_	False	_
shelf	_	False	_
,	_	False	_
according	_	False	_
to	_	False	_
Bob	ARGM-ADV	False	_
Woodward	_	False	_
.	_	False	_
The	_	False	_
Pentagon	_	False	_
did	_	False	_
not	_	False	_
even	_	False	_
have	_	False	_
a	_	False	_
plan	_	False	_
for	_	False	_
dealing	ARG1	False	_
with	_	False	_
Afghanistan	_	False	_
or	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
that	_	False	_
it	_	False	_
could	_	False	_
pull	_	False	_
off	_	False	_
the	_	False	_
shelf	_	False	_
,	_	False	_
according	_	False	_
to	_	False	_
Bob	_	False	_
Woodward	_	False	_
.	_	False	_
The	_	False	_
Pentagon	_	False	_
did	_	False	_
not	_	False	_
even	_	False	_
have	_	False	_
a	_	False	_
plan	_	False	_
for	_	False	_
dealing	_	False	_
with	_	False	_
Afghanistan	ARG1	False	_
or	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
that	_	False	_
it	_	False	_
could	_	False	_
pull	_	False	_
off	_	False	_
the	_	False	_
shelf	_	False	_
,	_	False	_
according	_	False	_
to	_	False	_
Bob	_	False	_
Woodward	_	False	_
.	_	False	_
The	_	False	_
Pentagon	_	False	_
did	_	False	_
not	_	False	_
even	_	False	_
have	_	False	_
a	_	False	_
plan	ARG1	False	_
for	_	False	_
dealing	_	False	_
with	_	False	_
Afghanistan	_	False	_
or	_	False	_
al	_	False	_
-	_	False	_
Qaeda	_	False	_
that	R-ARG1	False	_
it	ARG0	False	_
could	ARGM-MOD	False	_
pull	_	False	_
off	_	False	_
the	_	False	_
shelf	ARG2	False	_
,	_	False	_
according	_	False	_
to	_	False	_
Bob	_	False	_
Woodward	_	False	_
.	_	False	_
Bush	_	False	_
did	_	False	_
not	_	False	_
have	_	False	_
his	_	False	_
eye	_	False	_
on	_	False	_
the	_	False	_
ball	_	False	_
.	_	False	_
Bush	ARG0	False	_
did	_	False	_
not	ARGM-NEG	False	_
have	_	False	_
his	_	False	_
eye	ARG1	False	_
on	_	False	_
the	_	False	_
ball	ARGM-LOC	False	_
.	_	False	_
Neither	_	False	_
did	_	False	_
Cheney	_	True	ARG0
,	_	False	_
Rumsfeld	_	False	_
,	_	False	_
or	_	False	_
Wolfowitz	_	False	_
.	_	False	_
They	_	False	_
were	_	False	_
playing	_	False	_
Captain	_	False	_
Ahab	_	False	_
to	_	False	_
Saddam	_	False	_
's	_	False	_
great	_	False	_
white	_	False	_
whale	_	False	_
.	_	False	_
They	ARG0	False	_
were	_	False	_
playing	_	False	_
Captain	_	False	_
Ahab	ARG1	False	_
to	_	False	_
Saddam	_	False	_
's	_	False	_
great	_	False	_
white	_	False	_
whale	ARGM-GOL	False	_
.	_	False	_
Imperial	_	False	_
Hubris	_	False	_
makes	_	False	_
the	_	False	_
case	ARGM-PRR	False	_
that	_	False	_
lots	_	False	_
of	_	False	_
people	_	False	_
in	_	False	_
the	_	False	_
CIA	_	False	_
and	_	False	_
counter-terrorism	_	False	_
divisions	_	False	_
elsewhere	_	False	_
in	_	False	_
the	_	False	_
US	_	False	_
government	_	False	_
knew	_	False	_
all	_	False	_
about	_	False	_
Bin	_	False	_
Laden	_	False	_
and	_	False	_
the	_	False	_
threat	_	False	_
he	_	False	_
posed	_	False	_
.	_	False	_
Imperial	_	False	_
Hubris	ARG0	False	_
makes	ARGM-LVB	False	_
the	_	False	_
case	_	False	_
that	_	False	_
lots	_	False	_
of	_	False	_
people	_	False	_
in	_	False	_
the	_	False	_
CIA	_	False	_
and	_	False	_
counter-terrorism	_	False	_
divisions	_	False	_
elsewhere	_	False	_
in	_	False	_
the	_	False	_
US	_	False	_
government	_	False	_
knew	ARG1	False	_
all	_	False	_
about	_	False	_
Bin	_	False	_
Laden	_	False	_
and	_	False	_
the	_	False	_
threat	_	False	_
he	_	False	_
posed	_	False	_
.	_	False	_
Imperial	_	False	_
Hubris	_	False	_
makes	_	False	_
the	_	False	_
case	_	False	_
that	_	False	_
lots	ARG0	False	_
of	_	False	_
people	_	False	_
in	_	False	_
the	_	False	_
CIA	_	False	_
and	_	False	_
counter-terrorism	_	False	_
divisions	_	False	_
elsewhere	_	False	_
in	_	False	_
the	_	False	_
US	_	False	_
government	_	False	_
knew	_	False	_
all	_	False	_
about	_	False	_
Bin	ARG1	False	_
Laden	_	False	_
and	_	False	_
the	_	False	_
threat	_	False	_
he	_	False	_
posed	_	False	_
.	_	False	_
Imperial	_	False	_
Hubris	_	False	_
makes	_	False	_
the	_	False	_
case	_	False	_
that	_	False	_
lots	_	False	_
of	_	False	_
people	_	False	_
in	_	False	_
